avg,max,min,date
142.88,209.47,79.99,2023-02-27
139.96,209.47,79.99,2023-02-28
142.69,209.47,89.99,2023-03-01
139.1,201.61,89.99,2023-03-02
140.12,209.5,79.99,2023-03-03
139.94,209.5,79.99,2023-03-04
140.05,209.5,79.99,2023-03-05
139.7,209.47,79.99,2023-03-06
138.62,209.47,79.99,2023-03-07
139.57,209.47,79.99,2023-03-08
140.01,209.47,79.99,2023-03-09
139.73,209.47,79.99,2023-03-10
139.32,209.47,79.99,2023-03-11
139.58,209.47,79.99,2023-03-12
140.48,209.47,79.99,2023-03-13
141.09,209.47,79.99,2023-03-14
141.09,209.47,79.99,2023-03-15
140.95,209.47,79.99,2023-03-16
139.85,199.99,89.99,2023-03-17
142.18,209.5,89.99,2023-03-18
140.03,199.99,89.99,2023-03-19
139.69,199.99,89.99,2023-03-20
140.28,199.99,89.99,2023-03-21
140.93,199.99,89.99,2023-03-22
140.55,209.62,89.99,2023-03-23
139.26,209.9,89.99,2023-03-24
138.49,209.9,79.07,2023-03-25
138.28,199.99,89.99,2023-03-26
140.37,207.41,89.99,2023-03-27
144.1,219.99,71.39,2023-03-28
139.0,208.39,89.99,2023-03-29
138.96,199.99,89.99,2023-03-30
139.04,199.99,89.99,2023-03-31
138.76,199.99,89.99,2023-04-01
138.98,199.99,89.99,2023-04-02
138.58,208.39,89.99,2023-04-03
138.29,199.99,89.99,2023-04-04
138.13,199.99,89.99,2023-04-05
138.21,199.99,89.99,2023-04-06
138.26,199.99,89.99,2023-04-07
139.38,199.99,89.99,2023-04-08
144.59,216.81,89.99,2023-04-09
145.62,216.81,89.99,2023-04-10
140.62,199.99,89.99,2023-04-11
139.01,199.99,89.99,2023-04-12
140.19,199.99,89.99,2023-04-13
140.11,199.99,89.99,2023-04-14
139.89,199.99,89.99,2023-04-15
139.55,199.99,89.99,2023-04-16
139.23,199.99,89.99,2023-04-17
139.17,199.99,89.99,2023-04-18
138.55,199.99,89.99,2023-04-19
138.64,203.81,89.99,2023-04-20
138.35,199.99,89.99,2023-04-21
138.14,199.99,89.99,2023-04-22
139.33,205.0,89.99,2023-04-23
138.72,199.99,89.99,2023-04-24
139.22,206.05,89.99,2023-04-25
138.57,206.05,89.99,2023-04-26
139.38,206.05,89.99,2023-04-27
140.56,208.39,89.99,2023-04-28
140.46,208.39,89.99,2023-04-29
140.72,199.99,89.99,2023-04-30
140.84,199.99,89.99,2023-05-01
138.7,200.0,89.99,2023-05-02
139.55,200.0,89.99,2023-05-03
138.92,200.0,89.99,2023-05-04
139.0,208.39,89.99,2023-05-05
143.28,219.99,89.99,2023-05-06
140.91,206.59,89.99,2023-05-07
139.31,206.5,89.99,2023-05-08
139.87,219.99,89.99,2023-05-09
139.1,213.05,89.99,2023-05-10
139.41,210.38,89.99,2023-05-11
138.93,206.12,89.99,2023-05-12
139.8,203.82,89.99,2023-05-13
139.72,210.38,89.99,2023-05-14
139.94,219.99,89.99,2023-05-15
140.27,219.99,89.99,2023-05-16
137.86,208.39,89.99,2023-05-17
140.26,219.99,89.99,2023-05-18
139.49,219.99,89.99,2023-05-19
137.93,208.39,89.99,2023-05-20
137.56,204.97,89.99,2023-05-21
138.29,219.99,89.99,2023-05-22
133.89,216.81,89.99,2023-05-23
134.7,216.81,89.99,2023-05-24
139.18,219.99,89.99,2023-05-25
138.34,219.99,89.99,2023-05-26
137.94,219.99,89.99,2023-05-27
138.58,219.99,89.99,2023-05-28
141.35,221.98,89.99,2023-05-29
138.38,200.0,89.99,2023-05-30
138.18,200.0,89.99,2023-05-31
139.49,200.0,89.99,2023-06-01
137.93,200.0,89.99,2023-06-02
138.57,194.0,89.99,2023-06-03
138.07,192.97,89.99,2023-06-04
138.04,192.97,89.99,2023-06-05
138.2,192.94,89.99,2023-06-06
137.71,190.0,89.99,2023-06-07
137.62,190.0,89.99,2023-06-08
138.88,190.0,89.99,2023-06-09
144.45,219.99,89.99,2023-06-10
143.81,219.99,89.99,2023-06-11
143.09,219.99,84.99,2023-06-12
139.99,216.81,84.99,2023-06-13
139.56,216.81,84.99,2023-06-14
139.31,200.0,84.99,2023-06-15
139.48,200.0,84.99,2023-06-16
140.9,216.81,84.99,2023-06-17
144.09,221.0,84.99,2023-06-18
143.23,219.99,84.99,2023-06-19
140.92,216.81,84.99,2023-06-20
136.73,200.0,84.99,2023-06-21
136.0,200.0,84.99,2023-06-22
136.8,200.0,84.99,2023-06-23
137.89,200.0,84.99,2023-06-24
139.21,200.0,84.99,2023-06-25
138.2,200.0,84.99,2023-06-26
141.03,216.81,84.99,2023-06-27
142.08,219.99,84.99,2023-06-28
141.47,219.99,84.99,2023-06-29
138.41,200.0,89.99,2023-06-30
137.7,200.0,84.99,2023-07-01
137.26,200.0,84.99,2023-07-02
136.98,200.0,84.99,2023-07-03
137.03,200.0,84.99,2023-07-04
139.31,200.0,89.99,2023-07-05
139.82,200.0,89.99,2023-07-06
137.52,207.49,84.99,2023-07-07
137.84,207.49,84.99,2023-07-08
137.37,207.49,84.99,2023-07-09
136.04,207.49,84.99,2023-07-10
135.59,207.49,84.99,2023-07-11
135.31,200.0,84.99,2023-07-12
135.33,200.0,84.99,2023-07-13
135.78,200.0,84.99,2023-07-14
136.82,200.0,84.99,2023-07-15
137.35,200.0,84.99,2023-07-16
139.8,219.99,84.99,2023-07-17
137.49,200.0,84.99,2023-07-18
139.0,219.99,84.99,2023-07-19
134.92,199.99,84.99,2023-07-20
137.45,219.99,87.99,2023-07-21
137.04,219.99,84.99,2023-07-22
135.01,199.99,84.99,2023-07-23
137.4,219.99,84.99,2023-07-24
136.77,219.99,84.99,2023-07-25
136.78,219.99,84.99,2023-07-26
136.62,219.99,84.99,2023-07-27
136.95,219.99,84.99,2023-07-28
137.27,219.99,84.99,2023-07-29
137.27,219.99,84.99,2023-07-30
139.68,229.99,84.99,2023-07-31
137.86,219.99,89.99,2023-08-01
138.33,219.99,89.99,2023-08-02
138.8,229.99,89.99,2023-08-03
139.6,230.99,89.99,2023-08-04
137.42,219.99,89.99,2023-08-05
139.67,230.99,89.99,2023-08-06
139.36,230.99,89.99,2023-08-07
138.91,230.99,89.99,2023-08-08
138.87,230.99,89.99,2023-08-09
138.96,230.99,89.99,2023-08-10
136.75,219.99,89.99,2023-08-11
138.07,230.99,89.99,2023-08-12
139.18,230.99,89.99,2023-08-13
139.22,230.99,89.99,2023-08-14
138.7,230.99,89.99,2023-08-15
140.63,230.99,89.99,2023-08-16
139.63,230.99,89.99,2023-08-17
138.81,230.99,89.99,2023-08-18
140.08,230.99,89.99,2023-08-19
140.11,230.99,89.99,2023-08-20
140.52,239.99,89.99,2023-08-21
141.41,248.0,89.99,2023-08-22
142.17,248.0,89.99,2023-08-23
143.26,248.0,89.99,2023-08-24
